Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,DRJ24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,11%,11.8,185.3924,3.6
Regular,FDT14,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,13%,10.695,121.844,3.6
Regular,FDT19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,15%,7.59,172.808,3.6
Regular,FDI34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,9%,10.65,231.4668,3.6
Low Fat,DRH51,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0%,,89.1856,3.6
Low Fat,FDU38,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,8%,,192.9504,3.6
Low Fat,FDB32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,2%,,94.8778,3.6
Low Fat,FDS08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,6%,,178.437,3.6
Low Fat,DRG23,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,9%,,151.2682,3.6
Low Fat,NCK18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,1%,,164.1184,3.6
Low Fat,NCT42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,2%,,151.0392,3.6
Low Fat,NCV30,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,7%,,62.351,3.6
Regular,FDL48,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,8%,,46.8034,3.6
Regular,FDA02,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,3%,,143.5786,3.6
Regular,FDR32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,9%,,226.7694,3.6
Regular,FDZ39,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,2%,,103.499,3.6
Regular,FDI21,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,6%,,63.9168,3.6
Regular,FDO46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,1%,,187.3872,3.6
Regular,FDW21,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,1%,,98.8358,3.6
reg,FDI16,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,14%,,52.564,3.6
Regular,FDH17,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,2%,16.2,96.9726,3.5
Regular,FDV10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,7%,7.645,42.3112,3.5
Low Fat,FDM20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0%,10,246.9144,3.5
Low Fat,FDH35,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0%,18.25,164.7526,3.5
Regular,FDI04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,7%,13.65,197.6426,3.5
Low Fat,NCD06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,10%,13,45.406,3.5
Regular,FDB35,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,6%,12.3,92.9804,3.5
Low Fat,DRE49,Soft Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,2%,20.75,153.0024,3.5
Low Fat,FDU55,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,4%,16.2,260.6278,3.5
Low Fat,FDL27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,1%,6.17,66.3826,3.5
Low Fat,FDB27,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,6%,7.575,195.2768,3.5
Low Fat,FDH19,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,3%,19.35,175.4738,3.5
Regular,FDZ13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,15%,7.84,51.935,3.5
Low Fat,FDH57,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,4%,10.895,133.6284,3.5
Regular,FDL52,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0%,6.635,39.7506,3.5
Low Fat,FDC15,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,30%,18.1,156.7288,3.5
Regular,FDU21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,8%,11.8,34.7558,3.5
Low Fat,FDL08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,5%,10.8,245.9144,3.5
LF,NCQ05,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0%,11.395,151.6708,3.5
Low Fat,FDD58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,7.76,99.77,3.5
Low Fat,FDV45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,5%,16.75,186.4556,3.5
Low Fat,NCX42,Household,2014,OUT013,Tier 3,High,Supermarket Type1,1%,6.36,164.5526,3.5
Low Fat,FDP19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,17%,11.5,128.1652,3.5
Regular,FDL38,Canned,2018,OUT019,Tier 1,Small,Grocery Store,3%,,88.4172,3.5
Low Fat,DRF23,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,21%,4.61,172.8396,3.5
Low Fat,FDH12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,9%,9.6,105.128,3.5
Low Fat,FDM39,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,5%,6.42,178.6002,3.5
Low Fat,NCC43,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,9%,7.39,249.5066,3.5
Low Fat,NCP54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,4%,15.35,122.873,3.5
Low Fat,NCG30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,11%,20.2,124.4046,3.5
Low Fat,NCN07,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,3%,18.5,129.9284,3.5
Low Fat,FDP34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,14%,12.85,157.663,3.5
Low Fat,DRD13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,5%,15,65.2168,3.5
Regular,FDR37,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,7%,16.5,181.2292,3.5
Regular,FDS16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,7%,15.15,147.876,3.5
Regular,FDF21,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,6%,10.3,191.653,3.5
Regular,FDR19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,16%,13.5,147.6102,3.5
Regular,FDS33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,12%,6.67,90.0514,3.5
Regular,FDT33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3%,7.81,168.7158,3.5
Regular,FDI10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,8%,8.51,173.5422,3.5
Low Fat,FDY52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,1%,,59.3536,3.5
Low Fat,FDY09,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,4%,,173.8054,3.5
Regular,FDH31,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0%,,98.2042,3.5
Regular,DRA24,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,7%,,163.2868,3.5
Low Fat,FDO24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,18%,11.1,158.8604,3.5
Low Fat,FDL04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,11%,19,106.5622,3.5
Low Fat,FDZ44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,4%,8.185,117.1808,3.5
Low Fat,FDA56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,1%,9.21,123.1414,3.5
Low Fat,DRN47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,2%,12.1,179.166,3.5
Low Fat,NCA17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0%,20.6,148.8392,3.5
Low Fat,NCL07,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,3%,13.85,41.048,3.5
Low Fat,FDM46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,16%,7.365,94.712,3.5
Regular,FDT24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0%,12.35,76.2328,3.5
Regular,FDX35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0%,5.035,228.2036,3.5
Regular,FDL02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,10%,20,107.4622,3.5
Regular,FDT52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,5%,9.695,245.8144,3.5
Regular,FDN16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,6%,12.6,102.199,3.5
Regular,FDA28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,5%,16.1,127.4362,3.5
Regular,FDW55,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,2%,12.6,248.6092,3.5
Regular,FDG58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0%,10.695,156.1972,3.5
LF,FDV32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,9%,7.785,64.751,3.5
Low Fat,FDP04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,1%,15.35,65.2168,3.5
Low Fat,FDG45,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,13%,8.1,210.4902,3.5
Low Fat,FDS20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,5%,8.85,181.5292,3.5
Low Fat,FDN31,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,7%,11.5,187.953,3.5
Low Fat,FDC44,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,17%,15.6,114.1518,3.5
Low Fat,DRH36,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,3%,16.2,73.9696,3.5
Low Fat,DRF37,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0%,17.25,263.591,3.5
Low Fat,FDS35,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,11%,9.3,64.6826,3.5
Low Fat,FDG50,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,2%,7.405,92.4146,3.5
Low Fat,FDF14,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,3%,7.55,151.934,3.5
Low Fat,FDN02,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,7%,16.5,208.2638,3.5
Low Fat,FDX19,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,10%,19.1,232.6958,3.5
Low Fat,DRN59,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,6%,15,47.306,3.5
Low Fat,NCB54,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,5%,8.76,126.2336,3.5
Low Fat,NCK53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,4%,11.6,99.3042,3.5
Low Fat,NCB19,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,9%,6.525,86.4882,3.5
Low Fat,NCU18,Household,2020,OUT017,Tier 2,High,Supermarket Type1,6%,15.1,140.5496,3.5
Low Fat,NCW06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,5%,16.2,193.1162,3.5
Low Fat,NCN14,Others,2020,OUT017,Tier 2,High,Supermarket Type1,9%,19.1,185.2608,3.5
Low Fat,FDZ58,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,5%,17.85,123.7072,3.5
Low Fat,DRJ37,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,6%,10.8,150.4024,3.5
Regular,FDU19,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,5%,8.77,170.5422,3.5
Regular,FDT56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,12%,16,56.0246,3.5
Regular,FDX46,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,6%,12.3,58.7562,3.5
Regular,DRZ11,Soft Drinks,2015,OUT045,Tier 2,High,Supermarket Type1,11%,8.85,123.3388,3.5
Regular,FDE35,Starchy Foods,2015,OUT045,Tier 2,High,Supermarket Type1,4%,7.06,60.2904,3.5
Regular,FDI48,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,6%,11.85,51.4666,3.5
Regular,FDP01,Breakfast,2020,OUT017,Tier 2,High,Supermarket Type1,6%,20.75,151.7682,3.5
Regular,FDH40,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,8%,11.6,81.7276,3.5
Regular,FDP52,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,7%,18.7,228.601,3.5
Regular,FDG56,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,7%,13.3,63.2536,3.5
Regular,FDZ51,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,5%,11.3,96.9094,3.5
low fat,NCI54,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,3%,15.2,109.6912,3.5
reg,FDW04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,6%,8.985,131.531,3.5
Low Fat,FDY59,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,3%,8.195,91.3462,3.5
Low Fat,FDY48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,14,104.3332,3.5
Low Fat,FDW01,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,14.5,153.4682,3.5
Low Fat,FDG53,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,5%,10,138.518,3.5
Low Fat,FDB32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,20.6,93.9778,3.5
Low Fat,NCP43,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,3%,17.75,180.566,3.5
Low Fat,NCI31,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,8%,20,37.819,3.5
Low Fat,FDF22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,6.865,212.6218,3.5
Low Fat,FDT34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,17%,9.3,106.7964,3.5
Low Fat,FDJ46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,11.1,174.4054,3.5
Low Fat,DRC49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,7%,8.67,145.8128,3.5
Low Fat,FDZ34,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,8%,6.695,192.082,3.5
Low Fat,FDA22,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,8%,7.435,168.6158,3.5
Low Fat,FDG47,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,7%,12.8,261.9252,3.5
Regular,FDR37,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,7%,16.5,183.1292,3.5
Regular,FDX46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,12.3,60.4562,3.5
Low Fat,FDS12,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,29%,9.1,126.8362,3.5
Low Fat,FDG50,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,3%,7.405,89.7146,3.5
Low Fat,FDP25,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,4%,15.2,216.7824,3.5
Low Fat,FDA15,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,3%,9.3,248.9092,3.5
Low Fat,FDI56,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,16%,7.325,92.2146,3.5
Low Fat,DRD25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,13%,6.135,115.086,3.5
Low Fat,DRJ24,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,19%,11.8,184.3924,3.5
Regular,FDP59,Breads,2011,OUT010,Tier 3,High,Grocery Store,9%,20.85,104.5648,3.5
Regular,FDA07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,5%,7.55,122.6072,3.5
Regular,FDU33,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,23%,7.63,45.1402,3.5
Regular,FDV34,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,2%,10.695,73.0038,3.5
LF,DRF15,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0%,18.35,151.934,3.5
LF,FDX09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,7%,9,177.737,3.5
Low Fat,FDH41,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,8%,9,214.5534,3.5
Low Fat,FDN31,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,7%,11.5,191.253,3.5
Low Fat,DRK47,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,6%,7.905,230.2694,3.5
Low Fat,NCK54,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0%,12.15,117.615,3.5
Low Fat,NCG18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,2%,15.3,101.6332,3.5
Low Fat,FDC58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,4%,10.195,43.8428,3.5
Low Fat,FDA45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,16%,21.25,175.737,3.5
Low Fat,DRF37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,8%,17.25,261.591,3.5
Regular,FDM36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,6%,11.65,170.4422,3.5
Regular,FDB37,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,2%,20.25,240.7538,3.5
Regular,FDY38,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,12%,13.6,231.23,3.5
Regular,FDA02,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,3%,14,143.0786,3.5
Regular,FDK08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,12%,9.195,100.1016,3.5
low fat,FDJ22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,5%,18.75,189.7504,3.5
Low Fat,FDF02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,10%,16.2,101.299,3.5
Low Fat,FDF41,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,13%,12.15,245.846,3.5
Low Fat,FDG04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,1%,13.1,185.0898,3.5
Low Fat,FDC56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,12%,7.72,121.744,3.5
Low Fat,DRK47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,6%,7.905,230.2694,3.5
Low Fat,NCV53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,2%,8.27,238.188,3.5
Low Fat,NCN30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,2%,16.35,98.141,3.5
Low Fat,NCO42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,2%,21.25,146.7102,3.5
Low Fat,FDA34,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,1%,11.5,173.908,3.5
Low Fat,FDG47,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,7%,12.8,261.3252,3.5
Regular,FDI60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,4%,7.22,62.951,3.5
Regular,FDF24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,3%,15.5,83.1934,3.5
Regular,FDG20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,13%,15.5,178.4028,3.5
Regular,FDG09,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,5%,20.6,187.1556,3.5
Regular,FDE10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,9%,6.67,130.5626,3.5
Low Fat,FDV23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,11%,,125.7046,3.5
Low Fat,FDX13,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,5%,,249.1092,3.5
Low Fat,FDD51,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,12%,,45.2744,3.5
Low Fat,FDY50,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,13%,,88.7172,3.5
Low Fat,FDE32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,5%,,39.6506,3.5
Low Fat,FDG44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0%,,55.7298,3.5
Low Fat,FDL44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,1%,,162.7894,3.5
Low Fat,NCO41,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,2%,,96.9384,3.5
Low Fat,NCU29,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,3%,,144.476,3.5
Low Fat,NCD55,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,2%,,42.4454,3.5
Low Fat,NCG54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,8%,,172.3106,3.5
Low Fat,FDK33,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,1%,,213.456,3.5
Low Fat,DRG01,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,4%,,74.767,3.5
Low Fat,DRH01,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,10%,,172.8738,3.5
Regular,FDW60,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,2%,,177.037,3.5
Regular,FDZ50,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0%,,184.2608,3.5
Regular,FDA52,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,13%,,177.037,3.5
Regular,FDG10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,1%,,57.2588,3.5
Low Fat,FDN15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,2%,17.5,141.618,3.4
Low Fat,FDP33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0%,18.7,256.6672,3.4
Low Fat,NCW29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,3%,14,130.431,3.4
Low Fat,FDX25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0%,16.7,181.2292,3.4
Low Fat,FDQ56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,11%,6.59,84.8908,3.4
Regular,FDM24,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0%,6.135,151.3366,3.4
Low Fat,FDB44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,2%,6.655,209.2586,3.4
Regular,FDZ23,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,11%,17.75,185.424,3.4
Low Fat,DRJ39,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,20.25,219.3482,3.4
Low Fat,FDT38,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,6%,18.7,83.3566,3.4
Low Fat,DRD27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,2%,18.75,97.4042,3.4
Low Fat,FDX44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,4%,9.3,89.4172,3.4
Low Fat,FDX19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,10%,19.1,233.5958,3.4
Low Fat,NCO42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,2%,21.25,144.1102,3.4
Low Fat,FDF59,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,7%,12.5,125.702,3.4
Regular,FDE04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,2%,19.75,179.866,3.4
Regular,DRZ11,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,11%,8.85,122.0388,3.4
Low Fat,DRL59,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,4%,,54.2298,3.4
Low Fat,FDO57,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,19%,,159.4578,3.4
Regular,FDU45,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,6%,,112.3518,3.4
LF,FDJ48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,6%,11.3,247.8118,3.4
LF,NCK29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0%,5.615,121.973,3.4
LF,FDV39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,1%,11.3,199.3426,3.4
Low Fat,FDV55,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,6%,17.75,145.1444,3.4
Regular,FDA35,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,5%,14.85,120.8072,3.4
Regular,FDZ57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,4%,10,127.2994,3.4
reg,FDO49,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,3%,10.6,49.7008,3.4
LF,DRL47,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,4%,19.7,124.2362,3.4
LF,NCM26,Others,2020,OUT017,Tier 2,Medium,Supermarket Type1,2%,20.5,154.134,3.4
Low Fat,FDS13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,12%,6.465,264.1884,3.4
Low Fat,FDF52,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,7%,9.3,184.2292,3.4
Low Fat,FDC20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,2%,10.65,57.2272,3.4
Low Fat,DRI11,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,3%,8.26,117.0834,3.4
Low Fat,DRO35,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,3%,13.85,116.1492,3.4
Low Fat,NCA42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0%,6.965,159.6604,3.4
Low Fat,FDL27,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,1%,6.17,65.6826,3.4
Low Fat,FDT03,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,1%,21.25,184.6608,3.4
Low Fat,FDY21,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,17%,15.1,196.511,3.4
Low Fat,FDB15,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,14%,10.895,262.2568,3.4
Low Fat,DRH01,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,10%,17.5,171.7738,3.4
Regular,FDN23,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,8%,6.575,145.4444,3.4
Regular,FDN38,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,9%,6.615,251.1408,3.4
Regular,FDA01,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,5%,15,57.5904,3.4
Regular,FDB14,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,10%,20.25,93.212,3.4
Regular,FDS33,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,12%,6.67,88.9514,3.4
Regular,FDU57,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,9%,8.27,148.7708,3.4
Regular,FDJ38,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,4%,8.6,191.653,3.4
